Date dd/mm/yyyy,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD
10-08-2016,Bombay Shaving Company,eCommerce,Men\\xe2\\x80\\x99s Grooming Product etailer,Delhi,"Noshir Kaka, Subramanian Ramadorai, Kiran Deshpande, Pankaj Gupta, Ravi Nigam & Others",Seed Funding,600000
11-08-2016,Travelyaari,Consumer Internet,Online ticket booking platform,Bangalore,"Gujarat Venture Finance Limited (GVFL), Bennett Coleman & Co. Ltd",Private Equity,7000000
11-08-2016,91SpringBoard,Consumer Internet,Co-Working Spaces Discovery & Booking platform,Mumbai,"Khattar Holdings, ThirtyThree Investments, Soumitra Sharma, Deepak Sharma, Sumit Dayal and others",Private Equity,0
11-08-2016,Genextstudents,Consumer Internet,Online Tutoring Service provider,Mumbai,1Crowd (through crowdfunding),Seed Funding,209000
11-08-2016,Zenoti,Technology,Cloud Based Software Solutions Provider,Hyderabad,"Norwest Venture Partners, Accel India",Private Equity,15000000
12-08-2016,Crofarm,Technology,Agri-Tech supply chain Solution provider,Gurugram,"Mukul Singhal, Rohit Jain, Himanshu Aggrawal, Sunil Goyal Ashish Gupta,",Private Equity,1500000
12-08-2016,Faircent.com,Consumer Internet,peer-to-peer lending platform,Gurugram,Brand Capital,Private Equity,1500000
12-08-2016,Innovaccer,Technology,Integrated Enterprise Analytics Platform,Noida,Westbridge Capital Partners,Private Equity,15600000
12-08-2016,Cuberoot,Technology,Data Analytics & Audience Management Platform,Gurugram,Undisclosed Investors,Seed Funding,500000
12-08-2016,Funcastic,Consumer Internet,B2C vernacular podcast aggregator platform,Delhi,"HT Media Ltd, North Base Media",Seed Funding,0
15-08-2016,Buttercups,ECommerce,Women Intimate Wear eTailer,Bangalore,"Anand Chandrasekaran, Kanwaljit Singh, Manoj Varghese",Seed Funding,0
16-08-2016,Zappfresh,ECommerce,Raw Meat Products eTailer,Gurugram,Ashvin Chadha,Seed Funding,0
16-08-2016,OyoRooms,Consumer Internet,Budget Hotels Aggregator,Delhi,SoftBank Group,Private Equity,62000000
16-08-2016,Hike,Consumer Internet,Mobile Messaging App,Delhi,"Tencent Holdings, Foxconn Technology Group, Tiger Global, SoftBank Group, Bharti Enterprises",Private Equity,175000000
16-08-2016,Joolz,eCommerce,Online Jewellery Store,Mumbai,"Powerhouse Ventures, M&S Partners",Private Equity,500000
16-08-2016,SaleBhai,eCommerce,"Sweets, Dry Fruits & Handicrafts etailer",Ahmedabad,Brand Capital,Private Equity,1500000
16-08-2016,Makkajai,Technology,Online & Mobile learning for kids,Pune,"Anand Chandrasekaran, Ananth Narayanan, Mekin Maheshwari, Ravi Garikipati, Divyesh Shah, Swastika Company Ltd",Seed Funding,250000
16-08-2016,Gradopedia,Consumer Internet,Career progression Portal,Mumbai,Undisclosed Dubai based HNIs,Seed Funding,0
17-08-2016,MaalGaadi,Logistics,Online Logistics Marketplace,Indore,"Swan Angel Network,Sachin Khandelwal and others",Seed Funding,375000
17-08-2016,ZiPi,Technology,Mobile Chatbot App,Bangalore,Swan Angel Network,Seed Funding,0
17-08-2016,Appknox,Technology,Mobile security solutions,Bangalore,"SeedPlus, Infocomm Investments, Accel Partners RNT Associates",Private Equity,675000
17-08-2016,Pikkol,Logistics,Packers & Movers,Bangalore,Indian Angel Network,Seed Funding,0
18-08-2016,Meesho,eCommerce,Mobile based eCommerce SAAS platform,Bangalore,"Kashyap Deorah, Rajul Garg, Maninder Gulati",Seed Funding,0
18-08-2016,Sesame Software,Technology,Financial Technology Solutions Provider,Kozhikode,Speridian Technologies,Private Equity,0
19-08-2016,Quikr,Consumer Internet,Classified Listings platform,Mumbai,Brand Capital,Private Equity,20000000
19-08-2016,Digio,Technology,Aadhar based Document Signing platform,Bangalore,Rainmatter,Private Equity,375000
19-08-2016,Ziffity,Technology,Full Service Ecommerce Agency,Chennai,Aspire Systems,Private Equity,0
22-08-2016,Zzungry,Consumer Internet,Food Delivery platform,Bangalore,"Satish Vasudeva, Madhusudhan Jujare & Others",Seed Funding,0
22-08-2016,Puro Wellness,healthcare,"Organic, Natural Food substitute manufacturer",Mumbai,Torrent Group,Private Equity,37000000
22-08-2016,Fitternity,Consumer Internet,Fitness Gym & Services Discovery platform,Mumbai,"Saha Fund, Exfinity Venture Partners & Others",Private Equity,0
23-08-2016,TAC Security,Technology,Cyber-Security Solutions Provider,Delhi,Vijay Kedia,Seed Funding,0
23-08-2016,Notesgen,Consumer Internet,Online Notes Sharing Portal,Delhi,"Riju Gupta, Kamal Chabra",Seed Funding,100000
23-08-2016,NearU,Consumer Internet,Marketing app for retailers,Mumbai,Dr. Goutam Challagalla,Seed Funding,0
23-08-2016,Octo.ai,Technology,Artificial Intelligence based marketing platform,Delhi,"Outbox Ventures, Jaspreet Bindra, Arjun Malhotra, Rohan Malhotra, Sidharth Rao, Rakesh Agrawal",Seed Funding,200000
24-08-2016,ShaadiSaga,Consumer Internet,Wedding Website Creator,Delhi,"ah! Ventures, Anupam Mittal, Kunal Shah, Sandeep Tandon, Dheeraj Jain, Rohit Chokhani",Seed Funding,0
24-08-2016,UnaAcademy,Consumer Internet,Free Interactive education platform,Bangalore,"Blume Ventures, Sachin Bansal, Vijay Shekhar Sharma, Binny Bansal, Kunal Shah, Sandeep Tandon, Ashish Tulsian",Private Equity,1000000
24-08-2016,Advenio,Technology,Clinical Imaging Solution Provider,Chandigarh,Kalaari Capital,Seed Funding,100000
24-08-2016,Guarented,eCommerce,Home Furnishing rental marketplace,Bangalore,Kalaari Capital,Seed Funding,500000
24-08-2016,Beyond Evolution,Technology,Mobile Apps & Tech Services provider,Gurugram,"Vineet Taneja, Kamal Puri",Seed Funding,0
24-08-2016,Uber Dreams,eCommerce,Dreams fulfilling marketplace,Mumbai,Mohit Lalvani,Seed Funding,500000
24-08-2016,Convegenius,Education,Edutainment platform,Noida,Michael and Susan Dell Foundation,Private Equity,900000
24-08-2016,UrbanLadder,eCommerce,Online Furniture Store,Mumbai,Trifecta Capital,Private Equity,3000000
24-08-2016,enCashea,Consumer Internet,Scrap Collection and Recycling platform,Bangalore,"Kunal Shah, Sandeep Tandon, Tracxn Labs",Seed Funding,0
25-08-2016,EngineerBabu,Technology,Mobile App & Web Development company,Indore,Scale Ventures,Seed Funding,0
25-08-2016,Cult,Healthcare,Health and Fitness Centres,Bangalore,CureFit,Private Equity,3000000
25-08-2016,WitWorks,Technology,Consumer IoT Startup,Bangalore,"Fireside Ventures, Investopad, P39 Capital, Anupam Mittal, Pranay Jivrajka, Maninder Gulati, Abhinav Sinha",Seed Funding,0
25-08-2016,NearFox,Consumer Internet,Local Lifestyle Content and Discovery Platform,Mumbai,"Globevestor Angel Fund, Devendra Rane, Ravi Jain, Arpan Nagdeve",Seed Funding,0
25-08-2016,ZoomCar,Consumer Internet,Self-driven car booking platform,Bangalore,Ford Smart Mobility Llc,Private Equity,24000000
26-08-2016,Plix,Consumer Internet,Photo and Video Sharing App,Gurugram,Instalabs,Seed Funding,500000
26-08-2016,Mobikwik,Consumer Internet,Digital Wallet platform,Gurugram,Net1 UEPS Technologies Inc,Private Equity,40000000
26-08-2016,MyDidi,Consumer Internet,"on-demand, hyper-local Cleaning services provider",Mumbai,Undisclosed Ex Mckinsey Directors and Partners,Seed Funding,550000
26-08-2016,CrownIt,Consumer Internet,Cashback Mobile app,Gurugram,"Kunal Shah & Sandeep Tandon, Girish Mathrubootham, Anand Chandrasekaran",Seed Funding,0
29-08-2016,LoanTap,Consumer Internet,Lending platform for Salaried professionals,Mumbai,"Dr. Abhishek Pandey, Jaysukh Sapra",Private Equity,3000000
29-08-2016,Runnr,Consumer Internet,hyperlocal Logistics services provider,Bangalore,"Nexus Venture Partners, Blume Ventures",Private Equity,7000000
29-08-2016,Zolo,Consumer Internet,on-demand online talent marketplace,Noida,Hitouch AG,Private Equity,0
29-08-2016,Notion Press,Consumer Internet,Self-Publishing books platform,Chennai,Undisclosed HNI investors,Private Equity,1000000
29-08-2016,LivSpace,Consumer Internet,Online portal for Home Design,Bangalore,"Bessemer Venture Partners, Jungle Ventures, Helion Ventures",Private Equity,15000000
30-08-2016,iAugmentor Labs,Technology,Assessment & Learning Platform,Gurugram,Rajasthan Angel Investor Network & Others,Seed Funding,149000
30-08-2016,DayBox,Consumer Internet,Fruit & Vegetable Delivery platform,Delhi,"Ashutosh Lawania, Rajul Jain, Badal Malick, Rishi Gupta & Others",Seed Funding,104000
30-08-2016,Paytm,eCommerce,Mobile Wallet & ECommerce platform,Bangalore,MediaTek Inc.,Private Equity,60000000
30-08-2016,CropIn,Technology,Agriculture Technology Solutions,Bangalore,Sophia Investment ApS,Private Equity,2000000
30-08-2016,Canvera,Consumer Internet,Photographer Discovery & Information platform,Bangalore,Info Edge (India) Ltd,Private Equity,3000000
30-08-2016,Prime Focus Technologies,Technology,Hybrid Cloud technology enabled Media ERP platform,Mumbai,Ambit Pragma,Private Equity,0
31-08-2016,Flyrobe,eCommerce,Online fashion rental platform,Mumbai,"IDG Ventures, Sequoia Capital, GREE Ventures",Private Equity,5300000
31-08-2016,inclov,Consumer Internet,Matchmaking App for Disabled,Mumbai,"Sarbvir Singh, Raghav Bahl",Seed Funding,0
01-07-2016,RazorPay,Consumer Internet,Online Payment Gateway,Bangalore,MasterCard,Private Equity,0
01-07-2016,DarwinBox,Technology,HR Software Services Startup,Hyderabad,"3one4 Capital, Tracxn Labs, Aaruha Technology Fund, Endiya Partners",Seed Funding,0
01-07-2016,Venture Catalysts,Consumer Internet,Seed Investment & Innovation Platform,Mumbai,Zaffiro Ventures,Seed Funding,500000
01-07-2016,PressPlay TV,Consumer Internet,Video Content Discovery Platform,Delhi,"Sequoia Capital, SD Ventures, Vistaar Investment Advisors Pvt. Ltd.",Private Equity,0
02-07-2016,Playment,Consumer Internet,Mobile Marketplace for Crowdsourced Work,Bangalore,SAIF Partners,Private Equity,700000
04-07-2016,WealthTrust,Consumer Internet,Wealth Management App,Mumbai,India Quotient,Seed Funding,0
04-07-2016,Curefit,Consumer Internet,Online Preventive Healthcare Platform,Bangalore,"Accel Partners, IDG Ventures, Kalaari Capital",Private Equity,15000000
04-07-2016,StitchWood,eCommerce,Custom Furniture Online,Mumbai,Deepak Gupta,Seed Funding,200000
04-07-2016,Grab.in,Logistics,hyperlocal logistics service,Mumbai,Aramex Ventures Llc,Private Equity,2000000
04-07-2016,Fulfil.IO,Consumer Internet,Cloud Based ERP Software,US,Rajan Anandan,Seed Funding,0
04-07-2016,NeoGrowth,Finance,SME Lending platform,Mumbai,"IIFL Wealth Management Seed Venture Fund, Omidyar Network, Khosla Impact, Aspada",Private Equity,16000000
05-07-2016,SeeDoc,Consumer Internet,Video Based Doctor Consulting platform App,Gurugram,YourNest Angel Fund & Others,Private Equity,1000000
05-07-2016,BookMyShow,Consumer Internet,Event & Movie Ticketing platform,Mumbai,"Stripes Group, Network 18, Accel Partners, SAIF Partners",Private Equity,82000000
05-07-2016,Flyrobe,eCommerce,Online fashion rental platform,Mumbai,"Sequoia Capital, Rohit Bansal, Kunal Bahl, Sandeep Tandon, Kunal Shah, Zishaan Hayath, Abhishek Jain",Seed Funding,1700000
06-07-2016,HappilyUnmarried,eCommerce,Online Merchandize etailer,Delhi,Info Edge (India) Ltd,Private Equity,740000
06-07-2016,Don\\xe2\\x80\\x99t Scratch Your Head,Technology,Full Stack Offline & Online ERP Solution,Ahmedabad,"Gaurav Singhvi, Zaffiro Ventures",Seed Funding,250000
06-07-2016,Wedding Wishlist,Consumer Internet,"Wedding Wishlist, Gifts & Registry Creation platform",Chennai,"Kirthiga Reddy, Renuka Ramanath,Cherry Tin",Seed Funding,297000
07-07-2016,AppDaily,Technology,Mobile Security App development & Distribution,Mumbai,"Kalaari Capital, Qualcomm Ventures, ru-Net, Zodius Technology Opportunities Fund,",Private Equity,2000000
07-07-2016,Adytude,Consumer Internet,Gamified Consumer Insights Portal,Delhi,Indian Angel Network,Private Equity,1000000
07-07-2016,Quickli,Logistics,On-Demand Delivery Startup,Gurugram,"AVG Group, 500 Startups",Private Equity,0
07-07-2016,SpectraVR,Technology,Virtual Reality Content Studio,Mumbai,Rothenberg Ventures,Seed Funding,0
08-07-2016,Pitstop,Consumer Internet,Online Car Repair and Servicing Booking platform,Bangalore,"Alex Chua, Rahul Garg",Seed Funding,0
08-07-2016,HolaChef,Consumer Internet,Online Food Ordering & Delivery Platform,Mumbai,"Kalaari Capital, India Quotient",Private Equity,1950000
11-07-2016,Purplle,eCommerce,Beauty Products Marketplace,Mumbai,"JSW Ventures, Blume Ventures & IvyCap Ventures",Private Equity,6000000
11-07-2016,Trak N Tell,Technology,Car Tracking & Safety System,Gurugram,Brian Acton,Private Equity,3500000
11-07-2016,Overcart.com,eCommerce,Unboxed & refurbished electronic products marketplace,Gurugram,"JSW Ventures, Omidyar Network, Sattva Capital, Venture Works",Private Equity,3000000
12-07-2016,SirionLabs,Technology,SAAS based Service Agreement Management,Gurugram,Sequoia Capital,Private Equity,12250000
12-07-2016,GyanDhan,Consumer Internet,Education Focused Financing Platform,Delhi,"Stanford Angels & Entrepreneurs, Harvard Angels",Seed Funding,0
12-07-2016,MintM,Consumer Internet,Digital Marketing & AdTech Platform,Bangalore,"Mumbai Angels, Times Internet",Private Equity,0
12-07-2016,HitGrit,Consumer Internet,Online Legal Consultation platform,Chandigarh,"Ashish Mahajan, Sarvesh Sharma",Seed Funding,0
12-07-2016,Find My Stay,Consumer Internet,Online Budget Hotel Aggregator & Booking Platform,Delhi,"Rishi Parti, Yogesh Bansal",Seed Funding,0
13-07-2016,YAAP,Consumer Internet,"Online Content Discovery, Creation & Distribution Platform",Delhi,Rainmaker Ventures,Private Equity,5000000
13-07-2016,Utoo Cabs,Consumer Internet,Cab aggregation & Rental platform,Chennai,Ajay Piramal,Seed Funding,0
13-07-2016,Twigly,Consumer Internet,Online Food Ordering & Delivery Startup,Gurugram,"Tracxn Labs, Hyderabad Angels, Kunal Shah, Gaurav Bhalotia",Seed Funding,600000
13-07-2016,ShareChat,Consumer Internet,Vernacular Language Content Creation & Sharing App,Bangalore,"SAIF Partners, India Quotient",Private Equity,1350000
13-07-2016,Urban Tailor,Consumer Internet,E-Tailoring service provider,Bangalore,Unitus Seed Fund,Private Equity,0
13-07-2016,RentMojo,Consumer Internet,Online Furniture Renting Platform,Bangalore,"Accel Partners, IDG Ventures India",Private Equity,5000000
13-07-2016,CityFurnish,Consumer Internet,Online Furniture Renting Platform,Gurugram,Brand Capital,Seed Funding,0
13-07-2016,HEAL Institute,Healthcare,Sports Focused Healthcare Startup,Mumbai,"Jaspal Bindra, Parth Jindal",Seed Funding,0
14-07-2016,Augrav,eCommerce,Personalized precious Jewellery etailer,Coimbatore,Keiretsu Forum,Seed Funding,450000
14-07-2016,ShoppinPal,Technology,M-Commerce Solutions for Retail Stores,Pune,"Plug and Play Tech Center, Steelhead Ventures & Others",Private Equity,1070000
14-07-2016,TransTutors / AskIITians,Consumer Internet,Online Education & Tutoring portals,Delhi,500 Startups,Private Equity,0
15-07-2016,WorkApps,Technology,Enterprise Work Management Software,Pune,SRI Capital,Seed Funding,1000000
15-07-2016,BankerBay,Consumer Internet,Online Investment Banking platform,Bangalore,undisclosed investors,Private Equity,2000000
15-07-2016,BaggOut,eCommerce,Women\\xe2\\x80\\x99s Fashion etailer,Delhi,"Sumit Jain, Sumit Jain, Anurag Gupta, Varun Khanna, Faraz Khan",Seed Funding,0
15-07-2016,TripShelf,eCommerce,Travel Package Marketplace,Delhi,GEMS group,Seed Funding,250000
15-07-2016,SatvaCart,eCommerce,Online Grocers,Delhi,"Abhijit Avasthi, Karan Chellani, SP Vijay",Seed Funding,0
15-07-2016,Ridlr,Consumer Internet,Public Transport Mobile App,Mumbai,"Times Internet, Innoven Capital, Matrix Partners India, Qualcomm Ventures",Private Equity,6000000
18-07-2016,Yellowdig,Consumer Internet,Online Learning Platform,Pune,SRI Capital,Seed Funding,650000
18-07-2016,Zuppler,Consumer Internet,Online Food Ordering platform,Delhi,SRI Capital,Seed Funding,650000
18-07-2016,BlueStone,eCommerce,Jewellery Etailer,Mumbai,"IIFL and Accel Partners, Kalaari Capital, IvyCap Ventures, RB Investments",Private Equity,30000000
18-07-2016,underDOGS,Technology,Game Development Startup,Mumbai,Intelli Reboot Digital Pvt. Ltd,Private Equity,0
18-07-2016,ImageProVision,Technology,Image Analysis Solutions,Pune,Satish Jamdar,Seed Funding,0
19-07-2016,Sagacito,Technology,Cloud-Based Enterprise Solutions,Delhi,Star India Pvt. Ltd,Private Equity,10000000
19-07-2016,Deal4Loans / Wishfin,Consumer Internet,\\nLoans Comparison platform\\n\\n\\n\\n     (adsbygoogle = window.adsbygoogle || []).push({});\\n\\n,Noida,Franklin Templeton International Services Pvt. Ltd,Private Equity,15000000
19-07-2016,NiYO Solutions,Technology,Payroll & Benefits Software solutions,Bangalore,Prime Venture Partners,Private Equity,1000000
19-07-2016,AppLop,Consumer Internet,Mobile Apps SaaS Platform,Gurugram,Green House Ventures Accelerator,Seed Funding,250000
20-07-2016,Tax2Win,Consumer Internet,Online Tax Filing Portal,Jaipur,Undisclosed Investors,Private Equity,1000000
20-07-2016,Truckola,Logistics,Tech-focused cargo transport startup,Mumbai,"Abhishek Agarwal, Krishnakumar Nataraj, Sarath Sura, Shanti Mohan, Sarthak and Nihit Agarwal, Suramya Gupta",Seed Funding,595000
20-07-2016,iServe Financial,Consumer Internet,Loan Comparison & Deals platform,Pune,Nilesh Shah,Seed Funding,0
21-07-2016,MyTaxiIndia,Consumer Internet,Online Car rental booking platform,Delhi,Nihon Kotsu Co,Private Equity,1000000
21-07-2016,AbeRuk,eCommerce,Online Marketplace for books,Bangalore,Swastika Company Pvt Ltd,Seed Funding,0
21-07-2016,Wiwigo,Consumer Internet,Inter-City Taxi Booking platform,Bangalore,Indian Angel Network,Seed Funding,595000
21-07-2016,Drums Food,Food & Beverage,Yogurt and Ice Cream maker,Mumbai,"Verlinvest, DSG Consumer Partners",nan,0
01-06-2016,Chikoop,Consumer Internet,Free Ad based Voice Calling,Indore,Undisclosed Investors,Seed Funding,0
01-06-2016,BRIDGEi2I,Technology,Data Analytics Platform,Bangalore,Edelweiss Private Equity,Private Equity,0
02-06-2016,Droom,eCommerce,Online marketplace for used automobiles,Delhi,"Beenext, Digital Garage, Lightbox, Beenos",Private Equity,0
02-06-2016,Visit,Consumer Internet,On-Demand Healthcare Service provider,Delhi,MapmyIndia,Seed Funding,0
02-06-2016,Atomberg,Technology,"smart, energy efficient home appliance manufacturer",Mumbai,Parampara Capital,Private Equity,1000000
02-06-2016,Coutloot,eCommerce,Fashion Re-Commerce Platform,Mumbai,Venture Catalysts,Seed Funding,0
02-06-2016,Limo,Consumer Internet,Bus Aggregator Mobile app,Mumbai,Rainmaker Ventures,Private Equity,1000000
